id_registro,fuente_verificadora,url_origen,texto_crudo,categoria_original,label
911,boliviaverifica.bo,https://boliviaverifica.bo/segunda-vuelta-cdc-y-el-mas-no-tienen-alianza-en-tarija/,Segunda vuelta: CDC y el MAS no tienen alianza en Tarija,Engañoso,Media
912,boliviaverifica.bo,https://boliviaverifica.bo/carta-del-pdc-sin-aval-de-su-delegado-ante-el-tse-solicitaba-declinatoria-de-candidaturas-en-2025/,Carta del PDC sin aval de su delegado ante el TSE solicitaba declinatoria de candidaturas en 2025,Engañoso,Media
913,boliviaverifica.bo,https://boliviaverifica.bo/sacan-de-contexto-video-de-2023-para-implicar-a-rene-yahuasi-en-un-caso-de-agresion-sexual/,Sacan de contexto video de 2023 para implicar a Rene Yahuasi en un caso de agresión sexual,Engañoso,Media
914,boliviaverifica.bo,https://boliviaverifica.bo/tse-no-elimino-votos-de-candidato-inhabilitado-ni-los-convirtio-directamente-en-nulos/,TSE no “eliminó” votos de candidato inhabilitado ni los convirtió directamente en nulos,Engañoso,Media
915,boliviaverifica.bo,https://boliviaverifica.bo/enganoso-fotografia-de-cesar-dockweiler-y-evo-morales-es-antigua/,Engañoso: Fotografía de César Dockweiler y Evo Morales es antigua,Engañoso,Media
916,boliviaverifica.bo,https://boliviaverifica.bo/es-enganoso-que-waldo-albarracin-participe-por-primera-vez-en-una-campana-a-la-alcaldia-de-la-paz/,Es engañoso que Waldo Albarracín participe por primera vez en una campaña a la Alcaldía de La Paz,Engañoso,Media
917,boliviaverifica.bo,https://boliviaverifica.bo/el-candidato-orlando-ceballos-da-un-dato-enganoso-sobre-el-crecimiento-poblacional-de-chuquisaca/,El candidato Orlando Ceballos da un dato engañoso sobre el crecimiento poblacional de Chuquisaca,Engañoso,Media
918,boliviaverifica.bo,https://boliviaverifica.bo/es-enganoso-que-50-municipios-de-santa-cruz-no-tengan-hospitales-de-segundo-nivel-como-afirmo-chi-hyun-chung/,"Es engañoso que “50 municipios de Santa Cruz no tengan hospitales de segundo nivel”, como afirmó Chi Hyun Chung",Engañoso,Media
919,boliviaverifica.bo,https://boliviaverifica.bo/video-que-acusa-a-mamen-saavedra-de-mentir-sobre-no-vivir-de-la-politica-es-enganoso/,Video que acusa a Mamen Saavedra de mentir sobre “no vivir de la política” es engañoso,Engañoso,Media
920,boliviaverifica.bo,https://boliviaverifica.bo/no-es-preciso-decir-que-hubo-mas-de-10-mil-personas-en-una-marcha-en-favor-de-jhonny-plata/,No es preciso decir que hubo más de 10 mil personas en una marcha en favor de Jhonny Plata,Engañoso,Media
